ANMOIS;APT;FSC;ZON;CAT;MVT;PAX;PEQ;CO2;NOX;COVNM;TSP
200601;LFML;CC;M;B;1588;154590;165698;1,554;6,301;0,538;0,247
200601;LFML;CC;M;C;50;1560;8120;0,103;0,536;0,021;0,016
200601;LFML;CC;M;A;1561;32079;37558;0,368;1,007;0,485;0,058
200601;LFML;CC;M;B;981;60609;66831;0,523;1,743;0,210;0,083
200601;LFML;CC;M;C;116;5328;8228;0,242;1,484;0,042;0,038
200601;LFMN;LC;I;A;10;34;34;0,004;0,011;0,002;0,001
200601;LFMN;LC;I;B;1;214;214;0,001;0,002;0,001;0,000
200601;LFMN;LC;I;C;60;6258;8447;0,170;1,123;0,037;0,027
200601;LFMN;MC;I;A;3463;49318;49633;0,649;1,538;1,603;0,103
200601;LFMN;MC;I;B;2348;195975;196935;2,066;8,301;0,478;0,328
200601;LFMN;MC;I;C;151;16134;16554;0,309;2,431;0,028;0,049
200601;LFMN;LC;O;C;1;0;450;0,006;0,048;0,001;0,001
200601;LFMN;CC;M;A;38;202;623;0,008;0,021;0,016;0,001
200601;LFMN;CC;M;B;1923;241749;247303;1,848;8,208;0,631;0,293
200601;LFMN;CC;M;A;1714;46915;48731;0,452;1,340;0,653;0,072
200601;LFMN;CC;M;B;382;25810;25811;0,072;0,284;0,036;0,011
200601;LFMN;CC;M;C;2;0;0;0,009;0,055;0,001;0,001
200601;LFOB;MC;I;B;1096;130022;130022;1,224;5,995;0,257;0,194
200601;LFOB;CC;M;C;2;0;0;0,005;0,023;0,004;0,001
200601;LFPG;LC;I;A;1;4;4;0,000;0,001;0,001;0,000
200601;LFPG;LC;I;B;247;21240;21520;0,354;1,440;0,207;0,056
200601;LFPG;LC;I;C;7681;1579671;2510658;31,733;174,506;22,985;5,037
200601;LFPG;MC;I;A;8039;271062;296193;2,896;7,765;2,051;0,460
200601;LFPG;MC;I;B;19405;1700598;1747231;22,034;83,945;8,372;3,498
200601;LFPG;MC;I;C;1377;115245;311878;4,096;22,096;2,854;0,650
200601;LFPG;LC;O;C;80;19990;40135;0,368;2,656;0,247;0,058
200601;LFPG;CC;M;A;870;19951;35935;0,353;0,936;0,443;0,056
200601;LFPG;CC;M;B;4066;356383;504303;4,121;15,211;1,634;0,654
200601;LFPG;CC;M;C;128;1385;34635;0,314;1,745;0,065;0,050
200601;LFPO;LC;I;B;192;15824;17145;0,243;1,058;0,082;0,039
200601;LFPO;LC;I;C;176;70158;80301;0,751;3,944;0,202;0,119
200601;LFPO;MC;I;A;448;13197;13197;0,097;0,225;0,047;0,015
200601;LFPO;MC;I;B;5391;531611;554206;5,818;25,815;1,631;0,923
200601;LFPO;MC;I;C;386;58176;79182;1,060;5,740;0,890;0,168
200601;LFPO;LC;O;C;618;249887;278487;2,689;14,178;3,331;0,427
200601;LFPO;CC;M;A;2326;59197;59218;0,692;2,037;0,781;0,110
200601;LFPO;CC;M;B;9261;956172;960024;8,229;35,779;2,817;1,306
200601;LFPO;CC;M;C;16;4862;5557;0,069;0,379;0,008;0,011
200601;LFRS;LC;I;A;2;10;10;0,000;0,001;0,000;0,000
200601;LFRS;LC;I;B;17;3138;3138;0,020;0,076;0,009;0,003
200601;LFRS;LC;I;C;18;6075;6075;0,059;0,341;0,020;0,009
200601;LFRS;MC;I;A;294;5491;6258;0,091;0,308;0,046;0,014
200601;LFRS;MC;I;B;313;28619;29857;0,271;1,222;0,047;0,043
200601;LFRS;MC;I;C;57;299;6253;0,103;0,522;0,028;0,016
200601;LFRS;LC;O;C;24;7595;7595;0,066;0,369;0,007;0,011
200601;LFRS;CC;M;A;2;180;180;0,000;0,000;0,000;0,000
200601;LFRS;CC;M;B;245;25360;25483;0,217;1,042;0,038;0,035
200601;LFRS;CC;M;C;8;3097;3097;0,030;0,192;0,002;0,005
200601;LFRS;CC;M;A;1236;33830;34448;0,402;1,205;0,232;0,064
200601;LFRS;CC;M;B;421;29902;29907;0,255;1,039;0,067;0,040
200601;LFRS;CC;M;C;6;1812;1812;0,027;0,181;0,004;0,004
200601;LFSB;LC;I;B;11;1099;1099;0,004;0,022;0,001;0,001
200601;LFSB;LC;I;C;35;4833;8083;0,108;0,743;0,154;0,017
200601;LFSB;MC;I;A;1297;29635;32592;0,360;1,036;0,302;0,057
200601;LFSB;MC;I;B;1466;128863;131757;1,159;4,763;0,423;0,184
200601;LFSB;MC;I;C;110;3840;12923;0,192;1,117;0,065;0,031
200601;LFSB;CC;M;A;16;720;781;0,003;0,009;0,002;0,000
200601;LFSB;CC;M;B;686;55382;55469;0,379;1,732;0,113;0,060
200601;LFSB;CC;M;C;72;0;5634;0,128;0,912;0,015;0,020
200601;LFSB;CC;M;A;527;7134;7134;0,128;0,403;0,100;0,020
200601;LFSB;CC;M;B;83;7661;7729;0,067;0,271;0,030;0,011
200601;LFSB;CC;M;C;4;0;0;0,012;0,074;0,002;0,002
200602;LFBD;LC;I;A;1;1;1;0,000;0,000;0,000;0,000
200602;LFBD;LC;I;B;9;1275;1275;0,010;0,041;0,005;0,002
200602;LFBD;MC;I;A;849;21498;21498;0,250;0,723;0,151;0,040
200602;LFBD;MC;I;B;350;27567;27861;0,365;1,538;0,061;0,058
200602;LFBD;MC;I;C;53;884;2272;0,105;0,620;0,039;0,017
200602;LFBD;LC;O;C;7;1605;1605;0,019;0,108;0,002;0,003
200602;LFBD;CC;M;A;1;0;0;0,000;0,000;0,000;0,000
200602;LFBD;CC;M;B;1017;104925;109893;1,021;5,090;0,261;0,162
200602;LFBD;CC;M;C;4;30;30;0,017;0,126;0,001;0,003
200602;LFBD;CC;M;A;1015;23227;24153;0,326;1,039;0,230;0,052
200602;LFBD;CC;M;B;442;30627;30690;0,220;0,892;0,074;0,035
200602;LFBD;CC;M;C;4;2;35;0,006;0,034;0,002;0,001
200602;LFBO;LC;I;A;1;3;3;0,000;0,000;0,000;0,000
200602;LFBO;LC;I;B;17;2403;2403;0,020;0,079;0,011;0,003
200602;LFBO;LC;I;C;14;4286;4412;0,049;0,331;0,026;0,008
200602;LFBO;MC;I;A;1490;52947;53750;0,459;1,335;0,190;0,073
200602;LFBO;MC;I;B;785;77524;78179;0,625;2,732;0,164;0,099
200602;LFBO;MC;I;C;188;18343;37727;0,364;2,070;0,146;0,058
200602;LFBO;LC;O;C;4;1046;1050;0,007;0,019;0,001;0,001
200602;LFBO;CC;M;A;19;91;386;0,003;0,010;0,005;0,001
200602;LFBO;CC;M;B;2060;226417;239527;1,954;8,476;0,505;0,310
200602;LFBO;CC;M;C;3;584;584;0,007;0,043;0,004;0,001
200602;LFBO;CC;M;A;1245;38059;38090;0,396;1,262;0,275;0,063
200602;LFBO;CC;M;B;233;18417;18420;0,131;0,575;0,036;0,021
200602;LFBO;CC;M;C;127;1806;11609;0,235;1,340;0,105;0,037
200602;LFLL;LC;I;B;21;2750;2760;0,023;0,106;0,006;0,004
200602;LFLL;LC;I;C;9;2093;2093;0,019;0,095;0,003;0,003
200602;LFLL;MC;I;A;3391;98885;99305;1,207;3,347;0,619;0,192
200602;LFLL;MC;I;B;1711;149461;153166;1,385;5,467;0,377;0,220
200602;LFLL;MC;I;C;223;30394;44866;0,427;2,393;0,148;0,068
200602;LFLL;LC;O;C;8;2126;2290;0,023;0,134;0,003;0,004
200602;LFLL;CC;M;A;120;2550;4162;0,040;0,100;0,031;0,006
200602;LFLL;CC;M;B;706;49102;52398;0,285;1,129;0,104;0,045
200602;LFLL;CC;M;C;22;0;4057;0,042;0,253;0,010;0,007
200602;LFLL;CC;M;A;2436;66295;67056;0,787;2,343;0,660;0,125
200602;LFLL;CC;M;B;1216;87660;87778;0,637;2,534;0,197;0,101
200602;LFLL;CC;M;C;63;3041;5147;0,137;0,883;0,051;0,022
200602;LFML;LC;I;A;1;6;6;0,000;0,000;0,000;0,000
200602;LFML;LC;I;B;72;7559;8013;0,077;0,325;0,033;0,012
200602;LFML;LC;I;C;6;991;991;0,021;0,139;0,004;0,003
200602;LFML;MC;I;A;1127;42920;43422;0,248;0,673;0,289;0,039
200602;LFML;MC;I;B;1166;99104;102518;1,144;4,641;0,288;0,182
200602;LFML;MC;I;C;118;11105;15778;0,245;1,211;0,273;0,039
200602;LFML;LC;O;C;22;5378;5535;0,080;0,658;0,006;0,013
200602;LFML;CC;M;A;15;10;396;0,001;0,001;0,001;0,000
200602;LFML;CC;M;B;1436;138698;149028;1,403;5,677;0,498;0,223
200602;LFML;CC;M;C;46;1249;7472;0,098;0,522;0,022;0,015
200602;LFML;CC;M;A;1463;31991;37088;0,354;0,980;0,464;0,056
200602;LFML;CC;M;B;905;59156;64912;0,474;1,544;0,196;0,075
200602;LFML;CC;M;C;104;2961;5971;0,206;1,270;0,039;0,033
200602;LFMN;LC;I;A;8;14;14;0,004;0,012;0,002;0,001
200602;LFMN;LC;I;C;52;6389;8029;0,146;0,996;0,022;0,023
200602;LFMN;MC;I;A;3631;53259;53688;0,685;1,607;1,722;0,109
200602;LFMN;MC;I;B;2033;189090;190204;1,855;7,452;0,444;0,294
200602;LFMN;MC;I;C;145;19447;19790;0,299;2,351;0,026;0,047
200602;LFMN;CC;M;A;37;189;597;0,008;0,022;0,015;0,001
200602;LFMN;CC;M;B;1688;217525;222659;1,623;7,189;0,553;0,258
200602;LFMN;CC;M;A;1516;45419;47007;0,416;1,224;0,602;0,066
200602;LFMN;CC;M;B;335;25864;25864;0,053;0,213;0,027;0,008
200602;LFOB;MC;I;A;2;0;4;0,000;0,000;0,000;0,000
200602;LFOB;MC;I;B;1086;142516;142516;1,221;5,992;0,239;0,194
200602;LFOB;CC;M;C;2;0;179;0,005;0,023;0,004;0,001
200602;LFPG;LC;I;B;224;18163;18532;0,318;1,289;0,191;0,051
200602;LFPG;LC;I;C;6881;1380639;2245659;28,467;156,297;20,658;4,519
200602;LFPG;MC;I;A;7264;261414;265326;2,667;7,194;1,846;0,423
200602;LFPG;MC;I;B;18059;1669245;1714561;20,343;77,681;7,793;3,229
200602;LFPG;MC;I;C;1325;109173;224744;3,910;21,043;2,695;0,621
200602;LFPG;LC;O;C;81;18407;33869;0,365;2,560;0,258;0,058
200602;LFPG;CC;M;A;784;21455;29341;0,318;0,833;0,383;0,051
200602;LFPG;CC;M;B;3666;329959;455770;3,768;13,913;1,516;0,598
200602;LFPG;CC;M;C;122;814;32634;0,304;1,638;0,075;0,048
200602;LFPO;LC;I;B;152;12684;14062;0,194;0,857;0,064;0,031
200602;LFPO;LC;I;C;169;71896;81223;0,723;3,796;0,153;0,115
200602;LFPO;MC;I;A;468;14327;14327;0,098;0,226;0,045;0,016
200602;LFPO;MC;I;B;4867;521366;544620;5,285;23,542;1,459;0,839
200602;LFPO;MC;I;C;355;54849;76539;0,985;5,489;0,669;0,156
200602;LFPO;LC;O;C;550;211504;243633;2,378;12,673;2,976;0,377
200602;LFPO;CC;M;A;2073;52311;52334;0,618;1,815;0,688;0,098
200602;LFPO;CC;M;B;8225;842104;845869;7,352;31,989;2,507;1,167
200602;LFPO;CC;M;C;22;7263;7636;0,098;0,546;0,015;0,016
200602;LFRS;LC;I;B;16;2743;2743;0,019;0,074;0,009;0,003
200602;LFRS;LC;I;C;16;5912;5912;0,051;0,287;0,005;0,008
200602;LFRS;MC;I;A;325;6674;7810;0,102;0,326;0,048;0,016
200602;LFRS;MC;I;B;302;35158;35732;0,290;1,364;0,059;0,046
200602;LFRS;MC;I;C;55;842;6675;0,098;0,501;0,026;0,016
200602;LFRS;LC;O;C;16;4641;4641;0,048;0,284;0,005;0,008
200602;LFRS;CC;M;A;1;1;1;0,000;0,001;0,003;0,000
200602;LFRS;CC;M;B;230;23453;23576;0,201;0,955;0,034;0,032
200602;LFRS;CC;M;C;10;3948;3948;0,037;0,240;0,003;0,006
200602;LFRS;CC;M;A;1137;32078;32561;0,393;1,206;0,214;0,062
200602;LFRS;CC;M;B;390;29011;29053;0,241;0,998;0,056;0,038
200602;LFSB;LC;I;A;2;1;1;0,001;0,002;0,000;0,000
200602;LFSB;LC;I;B;8;898;898;0,000;0,000;0,000;0,000
200602;LFSB;LC;I;C;36;5342;9718;0,110;0,755;0,155;0,017
200602;LFSB;MC;I;A;1289;30187;32866;0,335;0,961;0,277;0,053
200602;LFSB;MC;I;B;1387;131050;133878;1,070;4,400;0,389;0,170
200602;LFSB;MC;I;C;104;3474;12373;0,186;1,069;0,061;0,030
200602;LFSB;CC;M;A;48;2258;2504;0,004;0,009;0,005;0,001
200602;LFSB;CC;M;B;590;47597;47666;0,338;1,546;0,097;0,054
200602;LFSB;CC;M;C;63;0;5289;0,109;0,749;0,013;0,017
200602;LFSB;CC;M;A;488;7373;7373;0,120;0,387;0,082;0,019
200602;LFSB;CC;M;B;68;7490;7490;0,049;0,196;0,024;0,008
200602;LFSB;CC;M;C;4;0;0;0,010;0,061;0,008;0,002
200603;LFBD;LC;I;B;12;1604;1604;0,014;0,070;0,006;0,002
200603;LFBD;LC;I;C;2;247;283;0,005;0,025;0,012;0,001
200603;LFBD;MC;I;A;978;24150;24150;0,292;0,839;0,206;0,046
200603;LFBD;MC;I;B;438;34416;35440;0,461;1,932;0,075;0,073
200603;LFBD;MC;I;C;52;802;1903;0,109;0,643;0,063;0,017
200603;LFBD;CC;M;A;2;0;0;0,001;0,002;0,001;0,000
200603;LFBD;CC;M;B;1154;126279;131740;1,153;5,710;0,284;0,183
200603;LFBD;CC;M;C;1;0;0;0,001;0,002;0,000;0,000
200603;LFBD;CC;M;A;1225;29303;30491;0,378;1,200;0,259;0,060
200603;LFBD;CC;M;B;442;31654;31710;0,244;0,967;0,098;0,039
200603;LFBO;LC;I;A;2;11;11;0,001;0,001;0,000;0,000
200603;LFBO;LC;I;B;18;2049;2049;0,019;0,075;0,009;0,003
200603;LFBO;LC;I;C;10;2556;2556;0,023;0,125;0,024;0,004
200603;LFBO;MC;I;A;1570;55166;56925;0,509;1,477;0,200;0,081
200603;LFBO;MC;I;B;944;90265;90626;0,771;3,306;0,191;0,122
200603;LFBO;MC;I;C;195;13241;36295;0,393;2,222;0,182;0,062
200603;LFBO;LC;O;C;4;1106;1106;0,007;0,019;0,001;0,001
200603;LFBO;CC;M;A;20;2;333;0,003;0,010;0,005;0,001
200603;LFBO;CC;M;B;2280;268509;284364;2,162;9,379;0,555;0,343
200603;LFBO;CC;M;C;1;385;385;0,006;0,041;0,000;0,001
200603;LFBO;CC;M;A;1388;43725;43757;0,435;1,381;0,300;0,069
200603;LFBO;CC;M;B;272;21760;21775;0,149;0,633;0,054;0,024
200603;LFBO;CC;M;C;148;2027;15888;0,266;1,507;0,126;0,042
200603;LFLL;LC;I;B;19;2678;2690;0,022;0,096;0,007;0,004
200603;LFLL;LC;I;C;9;2138;2138;0,021;0,109;0,003;0,003
200603;LFLL;MC;I;A;3842;117633;118227;1,346;3,738;0,696;0,214
200603;LFLL;MC;I;B;1810;163716;168364;1,458;5,787;0,410;0,231
200603;LFLL;MC;I;C;245;29191;46933;0,472;2,683;0,163;0,075
200603;LFLL;LC;O;C;13;2889;3332;0,039;0,261;0,004;0,006
200603;LFLL;CC;M;A;150;3477;5483;0,050;0,126;0,042;0,008
200603;LFLL;CC;M;B;752;58639;60338;0,285;1,135;0,110;0,045
200603;LFLL;CC;M;C;35;0;6324;0,068;0,411;0,015;0,011
200603;LFLL;CC;M;A;2773;80791;81746;0,896;2,657;0,737;0,142
200603;LFLL;CC;M;B;1310;97580;97618;0,702;2,772;0,265;0,111
200603;LFLL;CC;M;C;73;3480;7070;0,157;1,014;0,059;0,025
200603;LFML;LC;I;A;6;18;18;0,002;0,007;0,001;0,000
200603;LFML;LC;I;B;72;7659;8163;0,082;0,353;0,037;0,013
200603;LFML;LC;I;C;5;440;527;0,023;0,164;0,003;0,004
200603;LFML;MC;I;A;1249;44272;45441;0,286;0,767;0,337;0,045
200603;LFML;MC;I;B;1309;109779;111736;1,288;5,260;0,325;0,204
200603;LFML;MC;I;C;120;10060;13818;0,243;1,220;0,149;0,039
200603;LFML;LC;O;C;19;4252;4383;0,070;0,568;0,006;0,011
200603;LFML;CC;M;A;3;0;49;0,001;0,002;0,002;0,000
200603;LFML;CC;M;B;1601;160545;172831;1,569;6,359;0,549;0,249
200603;LFML;CC;M;C;47;545;7380;0,097;0,509;0,021;0,015
200603;LFML;CC;M;A;1718;38587;44439;0,397;1,084;0,535;0,063
200603;LFML;CC;M;B;966;63154;69953;0,514;1,686;0,214;0,082
200603;LFML;CC;M;C;113;3578;7389;0,225;1,396;0,070;0,036
200603;LFMN;LC;I;A;6;18;18;0,002;0,007;0,001;0,000
200603;LFMN;LC;I;B;1;16;16;0,002;0,010;0,001;0,000
200603;LFMN;LC;I;C;80;10069;12320;0,210;1,346;0,042;0,033
200603;LFMN;MC;I;A;4390;67664;68002;0,805;1,895;2,096;0,128
200603;LFMN;MC;I;B;2636;257848;259396;2,407;9,717;0,615;0,382
200603;LFMN;MC;I;C;182;24706;24950;0,348;2,510;0,031;0,055
200603;LFMN;CC;M;A;42;3;588;0,010;0,026;0,019;0,002
200603;LFMN;CC;M;B;1940;249468;255452;1,871;8,294;0,620;0,297
200603;LFMN;CC;M;A;2115;48292;50397;0,492;1,396;0,865;0,078
200603;LFMN;CC;M;B;429;30684;30717;0,082;0,331;0,038;0,013
200603;LFOB;MC;I;B;1139;147762;147762;1,306;6,414;0,253;0,207
200603;LFOB;CC;M;C;4;0;284;0,009;0,046;0,007;0,001
200603;LFPG;LC;I;B;243;19421;19843;0,346;1,422;0,209;0,055
200603;LFPG;LC;I;C;7760;1596905;2596659;32,176;177,380;23,615;5,107
200603;LFPG;MC;I;A;8193;303350;305846;3,013;8,121;2,118;0,478
200603;LFPG;MC;I;B;20398;1942200;1994166;22,705;86,455;8,724;3,604
200603;LFPG;MC;I;C;1466;115236;244761;4,350;23,646;2,921;0,690
200603;LFPG;LC;O;C;75;15862;30136;0,348;2,527;0,237;0,055
200603;LFPG;CC;M;A;827;21416;31523;0,340;0,888;0,452;0,054
200603;LFPG;CC;M;B;4049;372173;508785;4,139;15,308;1,678;0,657
200603;LFPG;CC;M;C;155;844;45159;0,379;2,035;0,088;0,060
200603;LFPO;LC;I;B;166;13073;14759;0,208;0,893;0,071;0,033
200603;LFPO;LC;I;C;180;75431;87601;0,774;4,021;0,177;0,123
200603;LFPO;MC;I;A;546;18129;18129;0,113;0,264;0,057;0,018
200603;LFPO;MC;I;B;5520;568741;595691;5,914;26,275;1,628;0,939
200603;LFPO;MC;I;C;427;70097;97003;1,211;6,692;0,791;0,192
200603;LFPO;LC;O;C;590;222082;269938;2,533;13,403;3,204;0,402
200603;LFPO;CC;M;A;2384;64239;64266;0,708;2,093;0,800;0,112
200603;LFPO;CC;M;B;9294;1004121;1008493;8,291;36,034;2,800;1,316
200603;LFPO;CC;M;C;16;4889;5114;0,073;0,383;0,016;0,012
200603;LFRS;LC;I;A;1;3;3;0,000;0,000;0,000;0,000
200603;LFRS;LC;I;B;22;3838;3838;0,026;0,103;0,014;0,004
200603;LFRS;LC;I;C;17;5745;6322;0,060;0,354;0,006;0,009
200603;LFRS;MC;I;A;343;6979;8543;0,104;0,323;0,064;0,017
200603;LFRS;MC;I;B;422;51796;52358;0,412;1,886;0,086;0,065
200603;LFRS;MC;I;C;63;944;8262;0,115;0,586;0,032;0,018
200603;LFRS;LC;O;C;17;5500;5896;0,047;0,273;0,005;0,007
200603;LFRS;CC;M;A;1;40;40;0,000;0,000;0,000;0,000
200603;LFRS;CC;M;B;244;27316;27457;0,214;1,026;0,047;0,034
200603;LFRS;CC;M;C;9;3088;3088;0,032;0,198;0,003;0,005
200603;LFRS;CC;M;A;1267;35391;35910;0,444;1,375;0,235;0,071
200603;LFRS;CC;M;B;474;36554;36558;0,281;1,164;0,076;0,045
200603;LFRS;CC;M;C;1;0;94;0,001;0,003;0,001;0,000
200603;LFSB;LC;I;A;1;2;2;0,001;0,004;0,000;0,000
200603;LFSB;LC;I;B;11;1092;1092;0,002;0,011;0,000;0,000
200603;LFSB;LC;I;C;32;3181;9941;0,098;0,641;0,112;0,016
200603;LFSB;MC;I;A;1423;35924;39310;0,318;0,862;0,308;0,051
200603;LFSB;MC;I;B;1617;166309;168902;1,265;5,231;0,482;0,201
200603;LFSB;MC;I;C;134;5104;16818;0,242;1,427;0,073;0,038
200603;LFSB;CC;M;A;9;351;425;0,001;0,004;0,001;0,000
200603;LFSB;CC;M;B;670;59628;59750;0,374;1,732;0,117;0,059
200603;LFSB;CC;M;C;77;0;7539;0,131;0,890;0,014;0,021
200603;LFSB;CC;M;A;590;8741;8742;0,143;0,454;0,125;0,023
200603;LFSB;CC;M;B;63;7222;7222;0,049;0,201;0,026;0,008
200603;LFSB;CC;M;C;5;0;0;0,015;0,092;0,002;0,002
200604;LFBD;LC;I;A;3;3;3;0,001;0,001;0,001;0,000
200604;LFBD;LC;I;B;8;1103;1103;0,008;0,033;0,001;0,001
200604;LFBD;LC;I;C;2;345;345;0,006;0,033;0,001;0,001
200604;LFBD;MC;I;A;989;33607;33608;0,307;0,884;0,181;0,049
200604;LFBD;MC;I;B;583;59953;60135;0,609;2,618;0,113;0,097
200604;LFBD;MC;I;C;64;2033;3491;0,126;0,730;0,049;0,020
200604;LFBD;LC;O;B;1;0;44;0,000;0,000;0,001;0,000
200604;LFBD;CC;M;A;1;0;0;0,000;0,001;0,001;0,000
200604;LFBD;CC;M;B;1082;122141;127323;1,063;5,126;0,239;0,169
200604;LFBD;CC;M;C;2;41;41;0,006;0,033;0,001;0,001
200604;LFBD;CC;M;A;994;29099;30045;0,355;1,181;0,192;0,056
200604;LFBD;CC;M;B;462;34456;34456;0,238;0,968;0,091;0,038
200604;LFBD;CC;M;C;2;0;44;0,003;0,017;0,001;0,000
200604;LFBO;LC;I;B;8;1365;1365;0,010;0,064;0,003;0,002
200604;LFBO;LC;I;C;10;2572;2572;0,026;0,149;0,003;0,004
200604;LFBO;MC;I;A;1468;56276;57729;0,474;1,357;0,234;0,075
200604;LFBO;MC;I;B;1090;116845;117380;0,870;3,694;0,203;0,138
200604;LFBO;MC;I;C;138;6048;26695;0,303;1,677;0,167;0,048
200604;LFBO;LC;O;C;6;1245;1245;0,017;0,101;0,002;0,003
200604;LFBO;CC;M;A;5;47;114;0,001;0,003;0,002;0,000
200604;LFBO;CC;M;B;2155;252565;267258;2,011;8,582;0,553;0,319
200604;LFBO;CC;M;C;7;816;816;0,019;0,109;0,002;0,003
200604;LFBO;CC;M;A;1195;41193;41197;0,380;1,200;0,282;0,060
200604;LFBO;CC;M;B;300;25366;25421;0,172;0,777;0,058;0,027
200604;LFBO;CC;M;C;118;925;11521;0,205;1,141;0,092;0,033
200604;LFLL;LC;I;B;24;3159;3163;0,029;0,131;0,010;0,005
200604;LFLL;LC;I;C;10;1938;1938;0,022;0,114;0,005;0,003
200604;LFLL;MC;I;A;3379;120865;121403;1,175;3,265;0,608;0,186
200604;LFLL;MC;I;B;1965;212400;216360;1,872;7,605;0,453;0,297
200604;LFLL;MC;I;C;237;31155;45631;0,460;2,590;0,229;0,073
200604;LFLL;LC;O;C;3;734;779;0,005;0,015;0,001;0,001
200604;LFLL;CC;M;A;138;3119;4930;0,042;0,102;0,038;0,007
200604;LFLL;CC;M;B;710;54743;55231;0,324;1,290;0,114;0,051
200604;LFLL;CC;M;C;40;403;7342;0,074;0,440;0,017;0,012
200604;LFLL;CC;M;A;2574;83268;84081;0,863;2,540;0,663;0,137
200604;LFLL;CC;M;B;1161;93860;93875;0,667;2,666;0,245;0,106
200604;LFLL;CC;M;C;52;2001;4315;0,111;0,722;0,044;0,018
200604;LFML;LC;I;A;3;8;8;0,001;0,002;0,001;0,000
200604;LFML;LC;I;B;64;6870;7564;0,071;0,301;0,028;0,011
200604;LFML;LC;I;C;6;826;856;0,020;0,126;0,005;0,003
200604;LFML;MC;I;A;1176;47656;48622;0,297;0,778;0,288;0,047
200604;LFML;MC;I;B;1645;161528;164376;1,529;6,356;0,364;0,243
200604;LFML;MC;I;C;144;15214;18869;0,306;1,603;0,248;0,049
200604;LFML;LC;O;C;19;5424;5568;0,069;0,570;0,005;0,011
200604;LFML;CC;M;A;1;0;15;0,000;0,001;0,001;0,000
